ID,Depth,Surface Area
138112A,120,771875.0
138112A,121,991250.0
138112A,122,1210625.0
138112A,123,1430000.0
138112A,124,1533125.0
138112A,125,1666250.0
138112A,126,1866875.0
138112A,127,2061875.0
138112A,128,2173125.0
138112A,129,2501250.0
138112A,130,2663750.0
138112A,131,2871875.0
138112A,132,3048125.0
138112A,133,3158125.0
138112A,134,3340625.0
138112A,135,3410000.0
