ID,Depth,Surface Area
228263A,145,5700625.0
228263A,146,6124375.0
228263A,147,6548125.0
228263A,148,6697812.5
228263A,149,6847500.0
228263A,150,7123437.5
228263A,151,7399375.0
228263A,152,7709062.5
228263A,153,8018750.0
228263A,154,8305625.0
228263A,155,8592500.0
228263A,156,8851250.0
228263A,157,9110000.0
228263A,158,9367187.5
228263A,159,9624375.0
228263A,160,10025000.0
228263A,161,10425625.0
228263A,162,10665000.0
228263A,163,10904375.0
228263A,164,11134375.0
228263A,165,11364375.0
