ID,Depth,Surface Area
130314B,195,1335000
130314B,196,1526250
130314B,197,1839375
130314B,198,2215000
130314B,199,2618750
130314B,200,2981875
130314B,201,3460625
130314B,202,3873750
130314B,203,4389375
130314B,204,4840625
130314B,205,5397500
130314B,206,5750000
130314B,207,6390000
130314B,208,7135625
130314B,209,7546875
130314B,210,7991875
130314B,211,8915625
130314B,212,9651250
130314B,213,10150625
130314B,214,10351250
130314B,215,10395000
