NAME,SHAPE_Leng,SHAPE_Area,Area_calc,lat,lon
NEWLYN RESERVOIR,0.0446162341039,6.78723925e-05,666904.292,-37.40875302405373,144.00727372241445
KORWEINGUBOORA RESERVOIR,0.0520244925061,6.4404597125e-05,632050.454,-37.502588084678415,144.14453633375425
LAURISTON RESERVOIR,0.197897156946,0.0002107148705,2074410.31,-37.26287882823213,144.38627082100888
UPPER COLIBAN RESERVOIR,0.233156617463,0.000343007645625,3375580.66,-37.29016776383033,144.40095288802934
LAKE CAWNDILLA,0.525774989465,0.00892981357412,93090495.9,-32.472913342085064,142.22838782631308
BARKERS CREEK RESERVOIR,0.0327383630863,4.8286332e-05,477200.758,-36.96548953873892,144.27829996106428
THOMSON DAM,1.03722811107,0.00217234868063,21240603.6,-37.78048870150701,146.36391198472046
LAKE BELLFIELD,0.116076503822,0.000479972589125,4729455.63,-37.19306334702348,142.55080705040774
MCCALL SAY RESERVOIR,0.0290876968338,1.9796917625e-05,196081.389,-36.79323850922196,146.21217715272408
J C WALKER RESERVOIR,0.0312659374868,5.958165275e-05,624311.548,-31.9983175259969,147.76808165242
KARANGI DAM,0.0385736844873,3.2608950375e-05,347866.909,-30.263156338367565,153.02749452935413
ISLAND BEND PONDAGE,0.085284442752,3.273079125e-05,326148.083,-36.318950437368464,148.47146512232197
THREE MILE DAM,0.0395875892622,3.7545602e-05,376156.487,-35.88603566159815,148.45092090687382
GREAT WESTERN DAM,0.01652189607,5.300002375e-06,54957.8263,-32.956432488864834,149.93418310375608
ROCKLANDS RESERVOIR,1.83295756873,0.0065529747545,64520575.7,-37.25223141742319,142.074436001624
LAKE WOODFORD,0.0592839789523,1.5794481e-05,162406.995,-33.70344287853384,150.4857737896013
STEUART MCINTYRE DAM,0.0279868503692,2.323305125e-05,245891.344,-31.044468549346607,152.74534592384794
LAKE JINDABYNE,0.749958584764,0.00265436316037,26431068.4,-36.37440063146142,148.62560832033373
BUSHELLS LAGOON,0.0277806093808,3.767106825e-05,387974.428,-33.562882798542304,150.8243946681718
STANWELL DAM,0.0132314987448,3.61149575e-06,36911.8496,-34.22638104395677,150.9605633523796
WHEENY LAGOON,0.0321593515226,1.4640832e-05,150829.661,-33.53736811967645,150.92479795257535
LAKE TOOLOOMA,0.0117804062751,4.235515625e-06,43334.531,-34.13750090104865,150.98775677872274
GOOREE DAM,0.0137751309748,1.007185925e-05,104977.594,-32.48908544805376,149.55079320476204
LIVERPOOL OFFTAKE RESERVOIR,0.00970385777542,4.888941625e-06,50163.7583,-33.88906372940284,150.826311977165
GEEHI RESERVOIR,0.0698159960417,6.03057335e-05,601059.415,-36.300589734865696,148.31939889297064
LAKE BURRUMBEET,0.272484961012,0.00235496740713,23110985.9,-37.50278355196568,143.6449184196526
TALBOT RESERVOIR,0.0231098209106,1.8611416625e-05,183248.791,-37.25190706286193,143.63805811644164
LAKE JINDABYNE,0.100263413674,5.5736002125e-05,555518.833,-36.299828239111754,148.62669801890567
THOMPSONS CREEK RESERVOIR,0.0842431891557,0.0001605971715,1656420.02,-33.43336144661142,149.9985135390945
LAKE LONSDALE,0.337261668549,0.00225448723775,22262196.8,-37.0288864600765,142.62819355238508
MANLY RESERVOIR,0.0471043209579,2.8127877875e-05,288979.82,-33.777697781860816,151.25065103096827
COCHRANE LAKE,0.0325243145578,2.0593125875e-05,204555.523,-36.56792899531608,149.45409855436094
HUMPHRIES CREEK TAILINGS,0.0172106879147,1.1141037125e-05,120429.455,-28.903879544721747,152.37898920411726
PLASHETT RESERVOIR,0.204821449841,0.000454474189875,4739608.05,-32.436928768504146,150.9088449834366
LAKE CHICHESTER,0.180871470384,0.0001353145095,1414300.21,-32.23207948061313,151.67269459236863
GOSLING CREEK RESERVOIR,0.0196191137387,1.6080068125e-05,166048.915,-33.328205063240304,149.0888882361482
BAKERS LAGOON,0.0366588728943,3.020947875e-05,311063.79,-33.580898911972376,150.78437175848487
BENDEELA PONDAGE,0.0202428129019,1.93593025e-05,196704.211,-34.72632235338241,150.47732519921615
LAKE BUNINJON,0.100788635535,0.0003041097415,2985528.68,-37.47526055027775,142.78513945176732
DUNNS SWAMP,0.095491867993,3.449972325e-05,358230.039,-32.83316658180321,150.20567986490246
BEAUFORT RESERVOIR,0.0186797315429,1.6493907125e-05,161995.655,-37.44214361050498,143.3834808187463
TOOMA RESERVOIR,0.157284361287,0.0001185396,1185007.8,-36.06211280134489,148.27054627397004
HAYES RESERVOIR,0.0159839671969,1.9708683625e-05,193096.419,-37.62787997660854,142.08780745930713
KARKAROOK LAKE,0.020414552411,1.47790795e-05,144194.903,-37.94184790301867,145.08517666363358
ROCKY VALLEY STORAGE,0.145258000552,0.000260331851375,2575657.92,-36.87888427410266,147.29679946943466
CRUCKOOR RESERVOIR,0.0139050491609,1.49897455e-05,146766.168,-37.67742519711279,142.0422750051147
COWARRA DAM,0.0412534944067,5.6122594875e-05,591111.487,-31.510574496810015,152.7643084022287
ROCKY LAKE,0.229395323624,0.000181381802875,1965708.93,-28.629470426273304,153.34886640638646
GRAHAMSTOWN LAKE,0.476033822804,0.0023645899425,24578467.7,-32.738671298907235,151.81182557328657
KHANCOBAN PONDAGE,0.00137350152984,1.3943175e-07,1390.46491,-36.25677023852814,148.1166466900298
MURRAY 2 PONDAGE,0.0548751355934,1.369764825e-05,136624.041,-36.24161199753997,148.18575134502558
LAKE HAMILTON,0.0524380791561,3.7004641125e-05,362040.26,-37.73488247616318,142.04076897176157
HORSE SHOE LAGOON,0.0410187233054,0.00010631886,1044922.05,-37.390641191789605,143.54372614358533
BROWNLEA LAGOON,0.0113451459191,5.7307505e-06,58948.9379,-33.670175176384305,149.48669685209472
LAKE WALLACE,0.0882199203468,0.000122681534,1265582.65,-33.41735433378323,150.07972426430922
LAKE KIMBERLEY,0.011788031738,6.259365625e-06,68098.5083,-28.210782016298214,153.54174390964602
KHANCOBAN PONDAGE,0.0272307834136,7.072623875e-06,70545.4043,-36.240323186536955,148.12911820404827
EVANSFORD RESERVOIR,0.0339734896878,2.285202525e-05,224921.024,-37.27947397650531,143.65436621507186
BALD BLAIR LAGOON,0.0175186463668,1.9843991375e-05,211799.117,-30.212621305059013,151.79113097899017
KHANCOBAN PONDAGE,0.203693753965,0.000279410722875,2787113.04,-36.23604209877003,148.11592206165025
HAPPY JACKS PONDAGE,0.0417399043728,3.69982275e-06,37012.6157,-36.00468452574188,148.44935407463822
LAKE LEARMONTH,0.0988157096904,0.00050370560475,4947673.52,-37.4343819851025,143.70776715630947
MOORA MOORA RESERVOIR,0.126113284744,0.000384681431,3788618.18,-37.231098695084754,142.42566878841197
GUTHEGA PONDAGE,0.0617955603614,2.060738975e-05,205183.23,-36.38087798438869,148.3669482148868
KONONG WOOTONG RESERVOIR,0.0537492779686,6.732953775e-05,660835.652,-37.493296040464486,141.65101659017108
BAMARANG RESERVOIR,0.0348656257438,5.6963577875e-05,577558.608,-34.905086258170314,150.5168715747908
LAKE SOOLEY,0.100585603166,0.000130334191625,1324584.74,-34.70743198292652,149.6786995838734
GREEN HILL LAKE,0.152836618781,0.000241769983625,2379410.13,-37.28625727462231,142.98288694571116
BONG BONG RESERVOIR,0.0665012785874,2.635307925e-05,268394.453,-34.528197841311446,150.4031902639952
MOUNT COLE RESERVOIR,0.0213348740207,1.1604823625e-05,114216.064,-37.282414835604726,143.20590308720784
LAKE GUY,0.0205609790908,1.5261051875e-05,151138.515,-36.8018763236873,147.22612893016068
HORSESHOE LAGOON,0.037999374667,1.36941315e-05,148070.557,-28.87285086389907,153.0671337438696
BELAR DAM,0.184287406074,8.1963192875e-05,864303.144,-31.3971969961688,147.2034451870615
LAKE LYELL,0.199638679885,0.000171862843625,1771015.34,-33.513143525210864,150.07410017624565
COCKPIT LAGOON,0.0280671260426,5.8345261875e-05,572995.505,-37.44816568858049,143.62452557161328
MOUNT BEAUTY PONDAGE,0.0439681844399,2.883260475e-05,285778.956,-36.73773607757889,147.1680000663164
LAKE CANOBOLAS,0.0210891316042,1.4047491875e-05,145097.773,-33.30489881800409,149.027831457311
LAKE JINDABYNE,0.0403058756933,1.7947450125e-05,178797.691,-36.33705737819116,148.58517467227026
MARDI DAM,0.0546533632252,6.3279727375e-05,653681.678,-33.29677410686719,151.39034522305687
MANGROVE CREEK DAM,0.734212578438,0.000512555332,5301094.07,-33.18948749258108,151.12801482449203
SILVERY PLAIN DAM,0.0123705677671,2.167446e-06,22660.5966,-32.20514948422467,147.2228814961408
MINALONG LAGOON,0.0141756028028,2.8528345e-06,29731.0825,-32.50013390526731,147.1015407754856
ROSENDAHL RESERVOIR,0.0341237079045,2.9223946625e-05,307961.284,-31.461070415667656,152.90402736811288
PRETTY VALLEY PONDAGE,0.021167489196,1.3526700625e-05,133797.855,-36.897415018680704,147.23904779752516
WARTOOK RESERVOIR,0.241155419674,0.000831781661375,8208525.67,-37.075909640311124,142.45302220834606
LAKE LIDDELL,0.320648346036,0.00109422378938,11419622.9,-32.37071728489052,150.98867936416633
LAKE JINDABYNE,0.0144226240779,6.371556625e-06,63422.265,-36.403227254802104,148.5998287442801
HARTWICHS RESERVOIR,0.0137467054629,1.0885877125e-05,106554.968,-37.69853266617937,142.03820229345897
LAKE EUCUMBENE,0.00280973329785,3.5833325e-07,3577.07367,-36.17565257489978,148.7629351224561
BLACK SWAMP,0.0370669549654,8.8726244875e-05,870723.19,-37.503758984916495,143.6033771456211
MALPAS RESERVOIR,0.147450129158,0.0001580739305,1686106.87,-30.275024752158718,151.73960876968303
Tarong Cooling Water Dam,0.0255560326213,2.895702975e-05,319081.965,-26.775917387541767,151.90776773758694
RYLSTONE RESERVOIR,0.133244831165,7.5022898e-05,779408.186,-32.78628448620584,149.9964944487813
LAKE TUGGERANONG,0.074535382351,5.9792034625e-05,602562.261,-35.40866536029704,149.06894300207043
LAKE OBERON,0.301365270302,0.000397832669626,4089615.0,-33.7271187235938,149.84190814125068
LAKE CORDEAUX,0.644461273757,0.0007607410825,7762256.94,-34.36971749688178,150.77358642798046
LAKE ALBERT,0.0497176637375,0.000116675386375,1179261.66,-35.16716202487249,147.37306216262564
JUGIONG RESERVOIR,0.0142739497863,3.96942275e-06,40393.0346,-34.598982956267726,148.3595994315088
TANTANGARA RESERVOIR,0.000536421574218,1.37155e-08,137.591219,-35.7801027824268,148.62543938232596
LAKE ST CLAIR,0.800321189219,0.00141965479975,14820888.0,-32.33974638002247,151.27851711882772
NELSON CREEK,0.0229631415063,8.64778625e-06,85986.5675,-36.48877014155707,149.7232956906731
LAKE GINNINDERRA,0.110423408333,0.000103045081375,1040714.95,-35.22932585186934,149.07105625166977
TUMUT TWO PONDAGE,0.0395201320752,1.4526898625e-05,145455.846,-35.93261875078704,148.36167377696384
PROSPECT RESERVOIR,0.163567491932,0.000487175008875,5002666.79,-33.8206765820855,150.89291806528104
HURLEYS DAM,0.0250204489532,8.053772125e-06,81893.0274,-34.66350619442366,147.601494249948
TANTANGARA RESERVOIR,0.00386305034878,1.7969175e-07,1802.6398,-35.779778728094556,148.62486034849013
TUMUT POND RESERVOIR,0.17060796768,0.000142952502,1430741.32,-35.96760757487302,148.40722035063425
TALBINGO RESERVOIR,0.809181150132,0.00166514267012,16723258.9,-35.688543231341505,148.32126933299458
TANTANGARA RESERVOIR,0.7974885318,0.00198652447237,19936856.0,-35.745842844869095,148.6591187125928
SPRING CREEK RESERVOIR,0.095067049605,8.8865216625e-05,917627.254,-33.33097867396534,149.11901623230318
YERRABI POND,0.0439753671507,2.58285135e-05,261024.95,-35.17638117250014,149.13119209679004
LAKE YARRUNGA,1.16870596685,0.000849087808749,8624381.72,-34.75511942192928,150.35355992184927
LAKE BURRENDONG,3.30508535304,0.00808212816575,84063105.6,-32.67982159566211,149.1785529856309
LAKE WINDAMERE,0.00530813991342,1.1666855e-06,12116.9894,-32.8134261028887,149.8257194169052
FITZROY FALLS RESERVOIR,0.142936210254,0.0004663964555,4743650.63,-34.64215615181254,150.49802895439095
LAKE SPRINGFIELD,0.01614790843,1.3841709375e-05,140056.88,-35.074770700189596,149.0744516408238
LAKE GILMAN,0.0503920949762,9.4510274e-05,953720.363,-35.2981843300228,146.99719027174172
BEREMBED WEIR,0.0368143407455,1.4201722125e-05,144028.433,-34.884100954086705,146.83957950936608
GUNGAHLIN POND,0.032604763018,2.51277105e-05,253902.059,-35.189582157599176,149.10899003620952
LAKE DAVID,0.007061665482,2.97056625e-06,29833.7626,-35.688689953902966,147.56546437268443
TANTANGARA RESERVOIR,0.00137742447675,8.617425e-08,864.230767,-35.80373318618525,148.6498224242346
LAKE WINDAMERE,0.00312923361604,4.6056675e-07,4783.09687,-32.81853207681873,149.84628783197812
BLOWERING RESERVOIR,0.0010817298302,8.4334875e-08,849.688234,-35.42871834784517,148.2821564374957
LAKE MEDLOW,0.0208616980971,4.953917e-06,50964.7561,-33.658725776639066,150.297037240462
LOWER CASCADE CREEK DAM,0.00984981210061,3.78776e-06,38955.8409,-33.68516714563614,150.30473900359348
CORIN DAM,0.225643978895,0.000279373507375,2810379.25,-35.55542502395931,148.8312539960979
BENDORA DAM,0.11000147335,7.034338375e-05,708471.735,-35.457612702644965,148.82442746876995
SUMA PARK RESERVOIR,0.118318322116,0.00016403375775,1694766.05,-33.28146334128563,149.1451549964817
GOGELDRIE WEIR,0.0557708796229,2.180642975e-05,221847.201,-34.62040093990939,146.26435965645265
LAKE TALBOT,0.08663739784,4.817799575e-05,489367.171,-34.753050402623245,146.57456931817225
TANTANGARA RESERVOIR,0.000590138610715,1.4326625e-08,143.721711,-35.78021528058336,148.6259113340924
WINGECARRIBEE RESERVOIR,0.17730571471,0.0005416471425,5514638.18,-34.555770270356916,150.49573751722838
LAKE BETHUNGRA,0.0325147645712,1.82737345e-05,185586.603,-34.765989259728194,147.90869769712683
LAKE EUCUMBENE,3.05287899493,0.0137654293782,137569815.0,-36.08500577158266,148.70672351699486
LAKE GLENBAWN,0.927267082745,0.00225266415962,23587576.2,-32.063059766082226,151.01177139508567
JOUNAMA PONDAGE,0.243779886256,0.000281357828625,2829530.36,-35.578781996473616,148.29809136799423
LAKE AVON,1.12787368102,0.000927463299625,9458511.9,-34.41389082263472,150.67737879897132
LAKE BURRINJUCK,2.55919773795,0.00480936964575,48727640.7,-34.96497578294678,148.72071179059793
TANTANGARA RESERVOIR,0.000365040400117,7.790125e-09,78.1491122,-35.78000050546901,148.62568648560946
LAKE BURLEY GRIFFIN,0.369866315644,0.000616428435125,6220719.81,-35.29516975424001,149.11485433930318
LAKE NEPEAN,0.447597022805,0.000295501704,3015580.78,-34.3579581849756,150.59738434635108
MAUDE WEIR,0.0444115738678,1.387094775e-05,141348.775,-34.48056823708785,144.30714740336987
BENDORA DAM,0.00656155997235,1.025169375e-06,10325.2325,-35.45668242193041,148.82322721214223
MIDDLE CASCADE CREEK DAM,0.00811158399058,2.28389675e-06,23487.8659,-33.68981751661118,150.30263593392843
CHIFLEY DAM,0.451982300969,0.000347989836125,3583211.03,-33.58095761008318,149.65502714338976
DRY DAM,0.0134339480744,5.207859875e-06,52147.1571,-35.93019645455669,148.40207612828672
LAKE WORONORA,0.409360008913,0.000334805034125,3425727.24,-34.13095772914472,150.93810543951756
BLOWERING RESERVOIR,0.00427839054964,6.81651625e-07,6864.90816,-35.46270856406711,148.28224346947965
LAKE CATARACT,0.74194995309,0.000840817370625,8587244.19,-34.29080761819705,150.82792347297732
LOSTOCK DAM,0.209744846995,0.000208245580875,2174199.05,-32.33294042192858,151.44240399385262
COTTER DAM,0.0754900482212,4.0848452e-05,412116.172,-35.316773094228516,148.92914773906196
BROGO RIVER,0.202962760075,9.276193e-05,922426.731,-36.482151022294524,149.72596025607157
BLOWERING RESERVOIR,0.879712968179,0.00420961370325,42387237.0,-35.47765041298367,148.26054021920297
LAKE WINDAMERE,1.18730107089,0.00196379185687,20403750.2,-32.777211525377865,149.81262722058753
