ID,Depth,Surface Area,Number of images
419041,303.0,289375.0,
419041,304.0,725625.0,
419041,305.0,1161875.0,12.0
419041,305.0,1161875.0,
419041,306.0,1598125.0,14.0
419041,307.0,2440000.0,4.0
419041,308.0,3381875.0,2.0
419041,309.0,3801250.0,13.0
419041,310.0,4303750.0,18.0
419041,311.0,5414375.0,6.0
419041,312.0,5965625.0,7.0
419041,313.0,7420625.0,20.0
419041,314.0,8350000.0,36.0
419041,315.0,10051875.0,36.0
419041,316.0,12085000.0,56.0
419041,317.0,13623750.0,42.0
419041,318.0,15645625.0,40.0
419041,319.0,17062500.0,47.0
419041,320.0,19732500.0,23.0
419041,321.0,21042500.0,66.0
419041,322.0,23618125.0,50.0
419041,323.0,26142500.0,12.0
419041,324.0,29486250.0,9.0
419041,325.0,31053125.0,29.0
419041,326.0,33991250.0,26.0
419041,327.0,36382500.0,8.0
419041,328.0,39544375.0,24.0
419041,329.0,41516875.0,43.0
419041,329.0,41516875.0,
419041,330.0,43489375.0,
419041,331.0,45461875.0,
419041,332.0,47434375.0,
419041,333.0,49406875.0,
419041,334.0,51379375.0,
