ID,Depth,Surface Area,Number of images
229130A,124.0,730625.0,
229130A,125.0,808125.0,
229130A,126.0,885625.0,
229130A,127.0,963125.0,
229130A,128.0,1040625.0,
229130A,129.0,1118125.0,17.0
229130A,129.0,1118125.0,
229130A,130.0,1195625.0,43.0
229130A,131.0,1236875.0,39.0
229130A,132.0,1311875.0,47.0
229130A,133.0,1391250.0,54.0
229130A,134.0,1440625.0,36.0
229130A,135.0,1517500.0,33.0
229130A,136.0,1568750.0,38.0
229130A,137.0,1600000.0,48.0
229130A,138.0,1650625.0,42.0
229130A,139.0,1666250.0,129.0
229130A,139.0,1666250.0,
229130A,140.0,1681875.0,
229130A,141.0,1697500.0,
229130A,142.0,1713125.0,
229130A,143.0,1728750.0,
229130A,144.0,1744375.0,
