ID,Depth,Surface Area,Number of images
MCCAY,399.0,17500.0,
MCCAY,400.0,40625.0,
MCCAY,401.0,63750.0,
MCCAY,402.0,86875.0,3.0
MCCAY,402.0,86875.0,
MCCAY,403.0,110000.0,24.0
MCCAY,404.0,119375.0,46.0
MCCAY,405.0,139375.0,65.0
MCCAY,406.0,158750.0,163.0
MCCAY,407.0,171875.0,191.0
MCCAY,408.0,184375.0,24.0
MCCAY,408.0,184375.0,
MCCAY,409.0,196875.0,
MCCAY,410.0,209375.0,
