ID,Depth,Surface Area,Number of images
ODSS_18335_WSLAHD.1,212.0,56250.0,
ODSS_18335_WSLAHD.1,213.0,85000.0,
ODSS_18335_WSLAHD.1,214.0,113750.0,30.0
ODSS_18335_WSLAHD.1,214.0,113750.0,
ODSS_18335_WSLAHD.1,215.0,142500.0,32.0
ODSS_18335_WSLAHD.1,216.0,166875.0,83.0
ODSS_18335_WSLAHD.1,217.0,188125.0,123.0
ODSS_18335_WSLAHD.1,218.0,206875.0,113.0
ODSS_18335_WSLAHD.1,219.0,213750.0,89.0
ODSS_18335_WSLAHD.1,220.0,223750.0,27.0
ODSS_18335_WSLAHD.1,220.0,223750.0,
ODSS_18335_WSLAHD.1,221.0,233750.0,
ODSS_18335_WSLAHD.1,222.0,243750.0,
