ID,Depth,Surface Area,Number of images
120016A,143.0,32166875.0,
120016A,144.0,51215625.0,
120016A,145.0,70264375.0,
120016A,146.0,89313125.0,
120016A,147.0,108361875.0,
120016A,147.0,108361875.0,3.0
120016A,148.0,127410625.0,8.0
120016A,149.0,150303125.0,9.0
120016A,150.0,171111250.0,36.0
120016A,151.0,196381875.0,77.0
120016A,152.0,218041875.0,105.0
120016A,153.0,241671875.0,208.0
120016A,154.0,251600000.0,174.0
120016A,155.0,280917500.0,16.0
120016A,156.0,332138125.0,6.0
120016A,157.0,340735000.0,3.0
120016A,158.0,355858750.0,
120016A,158.0,355858750.0,1.0
120016A,159.0,370982500.0,
120016A,160.0,386106250.0,
120016A,161.0,401230000.0,
120016A,162.0,416353750.0,
120016A,163.0,431477500.0,
