ID,Depth,Surface Area,Number of images
136316A,254.0,1279375.0,
136316A,255.0,1569375.0,
136316A,256.0,1859375.0,
136316A,257.0,2149375.0,
136316A,258.0,2439375.0,17.0
136316A,258.0,2439375.0,
136316A,259.0,2729375.0,22.0
136316A,260.0,2928125.0,14.0
136316A,261.0,3173125.0,9.0
136316A,262.0,3398125.0,7.0
136316A,263.0,3701875.0,6.0
136316A,264.0,4077500.0,16.0
136316A,265.0,4338125.0,11.0
136316A,266.0,4781250.0,28.0
136316A,267.0,5316250.0,39.0
136316A,268.0,5700625.0,103.0
136316A,269.0,6212500.0,46.0
136316A,270.0,6693750.0,107.0
136316A,271.0,7245625.0,122.0
136316A,272.0,8023750.0,89.0
136316A,273.0,8646875.0,57.0
136316A,274.0,9460625.0,52.0
136316A,275.0,10080000.0,47.0
136316A,276.0,11165000.0,84.0
136316A,277.0,12058750.0,51.0
136316A,278.0,12813125.0,32.0
136316A,279.0,14800625.0,95.0
136316A,280.0,15725000.0,95.0
136316A,280.0,15725000.0,
136316A,281.0,16649375.0,
136316A,282.0,17573750.0,
136316A,283.0,18498125.0,
136316A,284.0,19422500.0,
136316A,285.0,20346875.0,
