ID,Depth,Surface Area,Number of images
sp-o10334,243.0,21683750.0,
sp-o10334,244.0,23372812.5,
sp-o10334,245.0,25061875.0,
sp-o10334,246.0,26750937.5,
sp-o10334,247.0,28440000.0,11.0
sp-o10334,247.0,28440000.0,
sp-o10334,248.0,30129062.5,
sp-o10334,249.0,31818125.0,
sp-o10334,250.0,33507187.5,
sp-o10334,251.0,35196250.0,18.0
sp-o10334,252.0,37140000.0,
sp-o10334,253.0,39083750.0,17.0
sp-o10334,254.0,41298437.5,
sp-o10334,255.0,43513125.0,21.0
sp-o10334,256.0,44965625.0,
sp-o10334,257.0,46418125.0,23.0
sp-o10334,258.0,48714687.5,
sp-o10334,259.0,51011250.0,57.0
sp-o10334,260.0,52560937.5,
sp-o10334,261.0,54110625.0,25.0
sp-o10334,262.0,56650625.0,
sp-o10334,263.0,59190625.0,23.0
sp-o10334,264.0,60870625.0,
sp-o10334,265.0,62550625.0,30.0
sp-o10334,266.0,64926250.0,
sp-o10334,267.0,67301875.0,26.0
sp-o10334,268.0,69291250.0,
sp-o10334,269.0,71280625.0,33.0
sp-o10334,270.0,73588750.0,
sp-o10334,271.0,75896875.0,15.0
sp-o10334,272.0,78191562.5,
sp-o10334,273.0,80486250.0,16.0
sp-o10334,274.0,82902812.5,
sp-o10334,275.0,85319375.0,30.0
sp-o10334,276.0,88031875.0,
sp-o10334,277.0,90744375.0,26.0
sp-o10334,278.0,93072500.0,
sp-o10334,279.0,95400625.0,35.0
sp-o10334,280.0,97935000.0,
sp-o10334,281.0,100469375.0,35.0
sp-o10334,282.0,102728125.0,
sp-o10334,283.0,104986875.0,38.0
sp-o10334,284.0,108117500.0,
sp-o10334,285.0,111248125.0,21.0
sp-o10334,286.0,113163437.5,
sp-o10334,287.0,115078750.0,24.0
sp-o10334,287.0,115078750.0,
sp-o10334,288.0,116994062.5,
sp-o10334,289.0,118909375.0,
sp-o10334,290.0,120824687.5,
sp-o10334,291.0,122740000.0,
sp-o10334,292.0,124655312.5,
