ID,Depth,Surface Area,Number of images
412010,327.0,3047187.5,
412010,328.0,3355625.0,
412010,329.0,3664062.5,
412010,330.0,3972500.0,
412010,331.0,4280937.5,
412010,332.0,4589375.0,
412010,333.0,4897812.5,
412010,334.0,5206250.0,13.0
412010,334.0,5206250.0,
412010,335.0,5514687.5,
412010,336.0,5823125.0,17.0
412010,337.0,6451250.0,
412010,338.0,7079375.0,43.0
412010,339.0,7824062.5,
412010,340.0,8568750.0,59.0
412010,341.0,9262500.0,
412010,342.0,9956250.0,83.0
412010,343.0,10733750.0,
412010,344.0,11511250.0,95.0
412010,345.0,12220312.5,
412010,346.0,12929375.0,64.0
412010,347.0,13683437.5,
412010,348.0,14437500.0,56.0
412010,349.0,15232187.5,
412010,350.0,16026875.0,26.0
412010,351.0,16819375.0,
412010,352.0,17611875.0,21.0
412010,353.0,18161875.0,
412010,354.0,18711875.0,18.0
412010,355.0,19709375.0,
412010,356.0,20706875.0,38.0
412010,357.0,21478125.0,
412010,358.0,22249375.0,65.0
412010,359.0,23055000.0,
412010,360.0,23860625.0,52.0
412010,361.0,24635937.5,
412010,362.0,25411250.0,77.0
412010,363.0,26057812.5,
412010,364.0,26704375.0,58.0
412010,365.0,27685312.5,
412010,366.0,28666250.0,55.0
412010,367.0,29345312.5,
412010,368.0,30024375.0,58.0
412010,369.0,30944062.5,
412010,370.0,31863750.0,81.0
412010,371.0,32692812.5,
412010,372.0,33521875.0,87.0
412010,373.0,34519062.5,
412010,374.0,35516250.0,152.0
412010,375.0,36537187.5,
412010,376.0,37558125.0,214.0
412010,377.0,38260625.0,
412010,378.0,38963125.0,
412010,378.0,38963125.0,176.0
412010,379.0,39665625.0,
412010,380.0,40368125.0,
412010,381.0,41070625.0,
412010,382.0,41773125.0,
412010,383.0,42475625.0,
