ID,Depth,Surface Area,Number of images
135009A,48.0,2911250.0,
135009A,49.0,2990000.0,
135009A,50.0,3068750.0,
135009A,51.0,3147500.0,23.0
135009A,51.0,3147500.0,
135009A,52.0,3226250.0,
135009A,53.0,3305000.0,6.0
135009A,54.0,4527500.0,
135009A,55.0,5750000.0,6.0
135009A,56.0,6795937.5,
135009A,57.0,7841875.0,12.0
135009A,58.0,9738437.5,
135009A,59.0,11635000.0,72.0
135009A,60.0,12770625.0,
135009A,61.0,13906250.0,41.0
135009A,62.0,16086250.0,
135009A,63.0,18266250.0,66.0
135009A,64.0,19640312.5,
135009A,65.0,21014375.0,124.0
135009A,66.0,23701562.5,
135009A,67.0,26388750.0,64.0
135009A,68.0,28313750.0,
135009A,69.0,30238750.0,105.0
135009A,70.0,31708437.5,
135009A,71.0,33178125.0,48.0
135009A,72.0,38251250.0,
135009A,73.0,43324375.0,280.0
135009A,74.0,44495625.0,
135009A,75.0,45666875.0,310.0
135009A,75.0,45666875.0,
135009A,76.0,46838125.0,
135009A,77.0,48009375.0,
135009A,78.0,49180625.0,
135009A,79.0,50351875.0,
135009A,80.0,51523125.0,
