ID,Depth,Surface Area,Number of images
138112A,116.0,46875.0,
138112A,117.0,228125.0,
138112A,118.0,409375.0,
138112A,119.0,590625.0,
138112A,120.0,771875.0,
138112A,120.0,771875.0,5.0
138112A,121.0,953125.0,
138112A,122.0,1134375.0,
138112A,123.0,1315625.0,4.0
138112A,124.0,1473750.0,6.0
138112A,125.0,1601250.0,4.0
138112A,126.0,1855000.0,5.0
138112A,127.0,1947500.0,23.0
138112A,128.0,2160625.0,51.0
138112A,129.0,2466250.0,31.0
138112A,130.0,2576875.0,10.0
138112A,131.0,2838125.0,40.0
138112A,132.0,2971250.0,46.0
138112A,133.0,3171250.0,120.0
138112A,134.0,3361250.0,449.0
138112A,135.0,3441250.0,
138112A,135.0,3441250.0,420.0
138112A,136.0,3521250.0,
138112A,137.0,3601250.0,
138112A,138.0,3681250.0,
138112A,139.0,3761250.0,
138112A,140.0,3841250.0,
