ID,Depth,Surface Area,Number of images
410742,912.0,266875.0,
410742,913.0,356250.0,
410742,914.0,445625.0,
410742,915.0,535000.0,
410742,916.0,624375.0,6.0
410742,916.0,624375.0,
410742,917.0,713750.0,
410742,918.0,803125.0,12.0
410742,919.0,811093.75,
410742,920.0,819062.5,
410742,921.0,827031.25,
410742,922.0,835000.0,11.0
410742,923.0,851250.0,
410742,924.0,867500.0,7.0
410742,925.0,938125.0,
410742,926.0,1008750.0,48.0
410742,927.0,1055000.0,
410742,928.0,1101250.0,34.0
410742,929.0,1156562.5,
410742,930.0,1211875.0,54.0
410742,931.0,1237187.5,
410742,932.0,1262500.0,36.0
410742,933.0,1329062.5,
410742,934.0,1395625.0,77.0
410742,935.0,1464062.5,
410742,936.0,1532500.0,80.0
410742,937.0,1565937.5,
410742,938.0,1599375.0,59.0
410742,939.0,1648125.0,
410742,940.0,1696875.0,86.0
410742,941.0,1742187.5,
410742,942.0,1787500.0,140.0
410742,943.0,1851250.0,
410742,944.0,1915000.0,117.0
410742,945.0,1980000.0,
410742,946.0,2045000.0,75.0
410742,947.0,2079062.5,
410742,948.0,2113125.0,72.0
410742,949.0,2162187.5,
410742,950.0,2211250.0,80.0
410742,951.0,2268437.5,
410742,952.0,2325625.0,55.0
410742,953.0,2382187.5,
410742,954.0,2438750.0,144.0
410742,954.0,2438750.0,
410742,955.0,2495312.5,
410742,956.0,2551875.0,
410742,957.0,2608437.5,
410742,958.0,2665000.0,
410742,959.0,2721562.5,
