ID,Depth,Surface Area,Number of images
421148,525.0,7118125.0,
421148,526.0,7123750.0,
421148,527.0,7129375.0,
421148,528.0,7135000.0,
421148,529.0,7140625.0,11.0
421148,529.0,7140625.0,
421148,530.0,7146250.0,25.0
421148,531.0,7695000.0,51.0
421148,532.0,8076875.0,99.0
421148,533.0,8600625.0,50.0
421148,534.0,9200625.0,40.0
421148,535.0,9705625.0,23.0
421148,536.0,10345625.0,78.0
421148,537.0,10726875.0,39.0
421148,538.0,11245625.0,111.0
421148,539.0,11857500.0,125.0
421148,540.0,12148750.0,129.0
421148,541.0,12890625.0,150.0
421148,542.0,13501875.0,65.0
421148,543.0,13789375.0,51.0
421148,544.0,14722500.0,11.0
421148,545.0,15172500.0,
421148,546.0,15622500.0,
421148,547.0,16072500.0,14.0
421148,548.0,16689375.0,9.0
421148,549.0,17916875.0,17.0
421148,550.0,18402500.0,45.0
421148,550.0,18402500.0,
421148,551.0,18888125.0,
421148,552.0,19373750.0,
421148,553.0,19859375.0,
