ID,Depth,Surface Area,Number of images
421078,308.0,2666562.5,
421078,309.0,3763750.0,
421078,310.0,4860937.5,
421078,311.0,5958125.0,
421078,312.0,7055312.5,
421078,313.0,8152500.0,9.0
421078,313.0,8152500.0,
421078,314.0,9249687.5,
421078,315.0,10346875.0,21.0
421078,316.0,12189062.5,
421078,317.0,14031250.0,31.0
421078,318.0,15554687.5,
421078,319.0,17078125.0,51.0
421078,320.0,18600625.0,
421078,321.0,20123125.0,157.0
421078,322.0,21922187.5,
421078,323.0,23721250.0,169.0
421078,324.0,25244062.5,
421078,325.0,26766875.0,205.0
421078,326.0,29134062.5,
421078,327.0,31501250.0,111.0
421078,328.0,33044687.5,
421078,329.0,34588125.0,43.0
421078,330.0,37322500.0,
421078,331.0,40056875.0,67.0
421078,332.0,41320937.5,
421078,333.0,42585000.0,47.0
421078,334.0,46421562.5,
421078,335.0,50258125.0,20.0
421078,336.0,53884062.5,
421078,337.0,57510000.0,19.0
421078,338.0,58686562.5,
421078,339.0,59863125.0,25.0
421078,340.0,61668437.5,
421078,341.0,63473750.0,102.0
421078,342.0,65726875.0,
421078,343.0,67980000.0,60.0
421078,344.0,70361875.0,
421078,345.0,72743750.0,44.0
421078,346.0,74911250.0,
421078,347.0,77078750.0,33.0
421078,348.0,79594062.5,
421078,349.0,82109375.0,
421078,349.0,82109375.0,3.0
421078,350.0,84624687.5,
421078,351.0,87140000.0,
421078,352.0,89655312.5,
421078,353.0,92170625.0,
421078,354.0,94685937.5,
