ID,Depth,Surface Area,Number of images
RE704,3.0,2352500.0,
RE704,4.0,2918750.0,
RE704,5.0,3485000.0,12.0
RE704,5.0,3485000.0,
RE704,6.0,4051250.0,36.0
RE704,7.0,4390000.0,72.0
RE704,8.0,4772500.0,93.0
RE704,9.0,5076875.0,110.0
RE704,10.0,5356875.0,100.0
RE704,11.0,5528750.0,55.0
RE704,11.0,5528750.0,
RE704,12.0,5700625.0,
RE704,13.0,5872500.0,
RE704,14.0,6044375.0,
