ID,Depth,Surface Area,Number of images
410131,318.0,3575312.5,
410131,319.0,4299375.0,
410131,320.0,5023437.5,
410131,321.0,5747500.0,
410131,322.0,6471562.5,
410131,323.0,7195625.0,7.0
410131,323.0,7195625.0,
410131,324.0,7919687.5,
410131,325.0,8643750.0,4.0
410131,326.0,8839843.75,
410131,327.0,9035937.5,
410131,328.0,9232031.25,
410131,329.0,9428125.0,
410131,330.0,9624218.75,
410131,331.0,9820312.5,
410131,332.0,10016406.25,
410131,333.0,10212500.0,5.0
410131,334.0,12398750.0,
410131,335.0,14585000.0,9.0
410131,336.0,15613437.5,
410131,337.0,16641875.0,67.0
410131,338.0,17283437.5,
410131,339.0,17925000.0,42.0
410131,340.0,19109375.0,
410131,341.0,20293750.0,82.0
410131,342.0,21610937.5,
410131,343.0,22928125.0,108.0
410131,344.0,24021250.0,
410131,345.0,25114375.0,283.0
410131,346.0,26130937.5,
410131,347.0,27147500.0,110.0
410131,348.0,28373437.5,
410131,349.0,29599375.0,94.0
410131,350.0,31181875.0,
410131,351.0,32764375.0,64.0
410131,352.0,34293125.0,
410131,353.0,35821875.0,91.0
410131,354.0,37263437.5,
410131,355.0,38705000.0,62.0
410131,356.0,40781875.0,
410131,357.0,42858750.0,26.0
410131,358.0,44757187.5,
410131,359.0,46655625.0,63.0
410131,360.0,47484062.5,
410131,361.0,48312500.0,
410131,361.0,48312500.0,64.0
410131,362.0,49140937.5,
410131,363.0,49969375.0,
410131,364.0,50797812.5,
410131,365.0,51626250.0,
410131,366.0,52454687.5,
