ID,Depth,Surface Area,Number of images
WARTOOK,436.0,1109375.0,
WARTOOK,437.0,3190625.0,6.0
WARTOOK,437.0,3190625.0,
WARTOOK,438.0,5271875.0,62.0
WARTOOK,439.0,6801875.0,211.0
WARTOOK,440.0,7914375.0,422.0
WARTOOK,441.0,8358125.0,230.0
WARTOOK,441.0,8358125.0,
WARTOOK,442.0,8801875.0,
WARTOOK,443.0,9245625.0,
WARTOOK,444.0,9689375.0,
