ID,Depth,Surface Area,Number of images
136210A,290.0,218750.0,
136210A,291.0,548125.0,2.0
136210A,291.0,548125.0,
136210A,292.0,877500.0,22.0
136210A,293.0,1106250.0,30.0
136210A,294.0,1942500.0,17.0
136210A,295.0,2477500.0,34.0
136210A,296.0,3088125.0,21.0
136210A,297.0,4065625.0,16.0
136210A,298.0,5425625.0,41.0
136210A,299.0,6335000.0,66.0
136210A,300.0,6860625.0,21.0
136210A,301.0,7852500.0,33.0
136210A,302.0,9610000.0,50.0
136210A,303.0,11590625.0,64.0
136210A,304.0,13854375.0,23.0
136210A,305.0,15049375.0,28.0
136210A,306.0,16213125.0,37.0
136210A,307.0,17575000.0,72.0
136210A,307.0,17575000.0,
136210A,308.0,18936875.0,
136210A,309.0,20298750.0,
136210A,310.0,21660625.0,
136210A,311.0,23022500.0,
136210A,312.0,24384375.0,
