ID,Depth,Surface Area,Number of images
416409A,305.0,342500.0,
416409A,306.0,1890625.0,
416409A,307.0,3438750.0,31.0
416409A,307.0,3438750.0,
416409A,308.0,4986875.0,29.0
416409A,309.0,6634375.0,54.0
416409A,310.0,8358125.0,89.0
416409A,311.0,10611250.0,142.0
416409A,312.0,12891875.0,136.0
416409A,313.0,15345000.0,114.0
416409A,314.0,16035625.0,33.0
416409A,314.0,16035625.0,
416409A,315.0,16726250.0,
416409A,316.0,17416875.0,
416409A,317.0,18107500.0,
416409A,318.0,18798125.0,
416409A,319.0,19488750.0,
