ID,Depth,Surface Area,Number of images
419069,498.0,1425000.0,
419069,499.0,1562500.0,
419069,500.0,1700000.0,
419069,501.0,1837500.0,
419069,502.0,1975000.0,
419069,503.0,2112500.0,
419069,504.0,2250000.0,
419069,505.0,2387500.0,
419069,505.0,2387500.0,10.0
419069,506.0,2525000.0,12.0
419069,507.0,2755625.0,10.0
419069,508.0,3039375.0,15.0
419069,509.0,3305000.0,52.0
419069,510.0,3531250.0,67.0
419069,511.0,3706250.0,53.0
419069,512.0,3908125.0,43.0
419069,513.0,4086875.0,37.0
419069,514.0,4335000.0,29.0
419069,515.0,4589375.0,21.0
419069,516.0,4740625.0,40.0
419069,517.0,5042500.0,33.0
419069,518.0,5284375.0,140.0
419069,519.0,5486250.0,8.0
419069,520.0,5740000.0,5.0
419069,521.0,5790000.0,3.0
419069,522.0,6057187.5,
419069,523.0,6324375.0,11.0
419069,524.0,6542500.0,
419069,524.0,6542500.0,31.0
419069,525.0,6760625.0,
419069,526.0,6978750.0,
419069,527.0,7196875.0,
419069,528.0,7415000.0,
419069,529.0,7633125.0,
