ID,Depth,Surface Area,Number of images
410717,766.0,232500.0,
410717,767.0,302500.0,
410717,768.0,372500.0,6.0
410717,768.0,372500.0,
410717,769.0,442500.0,10.0
410717,770.0,455937.5,
410717,771.0,469375.0,23.0
410717,772.0,488750.0,88.0
410717,773.0,506250.0,199.0
410717,774.0,523125.0,272.0
410717,775.0,531250.0,211.0
410717,776.0,551250.0,149.0
410717,777.0,567500.0,110.0
410717,778.0,568750.0,
410717,778.0,568750.0,161.0
410717,779.0,570000.0,
410717,780.0,571250.0,
410717,781.0,572500.0,
410717,782.0,573750.0,
410717,783.0,575000.0,
