ID,Depth,Surface Area,Number of images
ODSS_21166_WSLAHD.1,170.0,871875.0,
ODSS_21166_WSLAHD.1,171.0,915625.0,
ODSS_21166_WSLAHD.1,172.0,959375.0,
ODSS_21166_WSLAHD.1,173.0,1003125.0,
ODSS_21166_WSLAHD.1,174.0,1046875.0,
ODSS_21166_WSLAHD.1,175.0,1090625.0,
ODSS_21166_WSLAHD.1,176.0,1134375.0,
ODSS_21166_WSLAHD.1,177.0,1178125.0,
ODSS_21166_WSLAHD.1,177.0,1178125.0,13.0
ODSS_21166_WSLAHD.1,178.0,1221875.0,12.0
ODSS_21166_WSLAHD.1,179.0,1286875.0,22.0
ODSS_21166_WSLAHD.1,180.0,1351875.0,21.0
ODSS_21166_WSLAHD.1,181.0,1448125.0,39.0
ODSS_21166_WSLAHD.1,182.0,1488125.0,39.0
ODSS_21166_WSLAHD.1,183.0,1626250.0,29.0
ODSS_21166_WSLAHD.1,184.0,1664375.0,28.0
ODSS_21166_WSLAHD.1,185.0,1799375.0,33.0
ODSS_21166_WSLAHD.1,186.0,1851875.0,44.0
ODSS_21166_WSLAHD.1,187.0,2001250.0,42.0
ODSS_21166_WSLAHD.1,188.0,2096875.0,34.0
ODSS_21166_WSLAHD.1,189.0,2192500.0,37.0
ODSS_21166_WSLAHD.1,190.0,2310000.0,29.0
ODSS_21166_WSLAHD.1,191.0,2414375.0,25.0
ODSS_21166_WSLAHD.1,192.0,2504375.0,28.0
ODSS_21166_WSLAHD.1,193.0,2578125.0,18.0
ODSS_21166_WSLAHD.1,194.0,2708750.0,22.0
ODSS_21166_WSLAHD.1,195.0,2742500.0,19.0
ODSS_21166_WSLAHD.1,196.0,2855625.0,10.0
ODSS_21166_WSLAHD.1,197.0,2952500.0,21.0
ODSS_21166_WSLAHD.1,198.0,3038750.0,22.0
ODSS_21166_WSLAHD.1,199.0,3096875.0,7.0
ODSS_21166_WSLAHD.1,200.0,3101250.0,5.0
ODSS_21166_WSLAHD.1,201.0,3236250.0,
ODSS_21166_WSLAHD.1,201.0,3236250.0,7.0
ODSS_21166_WSLAHD.1,202.0,3371250.0,
ODSS_21166_WSLAHD.1,203.0,3506250.0,
ODSS_21166_WSLAHD.1,204.0,3641250.0,
ODSS_21166_WSLAHD.1,205.0,3776250.0,
ODSS_21166_WSLAHD.1,206.0,3911250.0,
