ID,Depth,Surface Area,Number of images
222540,888.0,14202500.0,
222540,889.0,14941250.0,
222540,890.0,15680000.0,
222540,891.0,16418750.0,
222540,892.0,17157500.0,
222540,893.0,17896250.0,
222540,894.0,18635000.0,
222540,895.0,19373750.0,28.0
222540,895.0,19373750.0,
222540,896.0,20112500.0,65.0
222540,897.0,20911250.0,70.0
222540,898.0,21525625.0,66.0
222540,899.0,22328750.0,154.0
222540,900.0,23053125.0,143.0
222540,901.0,23512500.0,49.0
222540,902.0,24171250.0,36.0
222540,903.0,24890625.0,60.0
222540,904.0,25406250.0,119.0
222540,905.0,26048125.0,193.0
222540,906.0,26549375.0,186.0
222540,907.0,26941875.0,41.0
222540,907.0,26941875.0,
222540,908.0,27334375.0,
222540,909.0,27726875.0,
222540,910.0,28119375.0,
222540,911.0,28511875.0,
222540,912.0,28904375.0,
