ID,Depth,Surface Area,Number of images
136113A,196.0,274375.0,
136113A,197.0,339687.5,
136113A,198.0,405000.0,
136113A,199.0,470312.5,
136113A,200.0,535625.0,119.0
136113A,200.0,535625.0,
136113A,201.0,600937.5,
136113A,202.0,666250.0,58.0
136113A,203.0,930625.0,
136113A,204.0,1195000.0,9.0
136113A,205.0,1480000.0,
136113A,206.0,1765000.0,27.0
136113A,207.0,1996875.0,
136113A,208.0,2228750.0,31.0
136113A,209.0,2559687.5,
136113A,210.0,2890625.0,30.0
136113A,211.0,3207812.5,
136113A,212.0,3525000.0,28.0
136113A,213.0,4018125.0,
136113A,214.0,4511250.0,16.0
136113A,215.0,5257187.5,
136113A,216.0,6003125.0,
136113A,217.0,6749062.5,
136113A,218.0,7495000.0,
136113A,219.0,8240937.5,
136113A,220.0,8986875.0,
136113A,221.0,9732812.5,
136113A,222.0,10478750.0,
136113A,223.0,11224687.5,
136113A,224.0,11970625.0,22.0
136113A,225.0,12705312.5,
136113A,226.0,13440000.0,136.0
136113A,227.0,13799687.5,
136113A,228.0,14159375.0,124.0
136113A,228.0,14159375.0,
136113A,229.0,14519062.5,
136113A,230.0,14878750.0,
136113A,231.0,15238437.5,
136113A,232.0,15598125.0,
136113A,233.0,15957812.5,
