ID,Depth,Surface Area,Number of images
410572A,533.0,13963125.0,
410572A,534.0,14145625.0,
410572A,535.0,14328125.0,
410572A,536.0,14510625.0,
410572A,537.0,14693125.0,
410572A,537.0,14693125.0,13.0
410572A,538.0,14875625.0,31.0
410572A,539.0,15005000.0,56.0
410572A,540.0,15148750.0,115.0
410572A,541.0,15176875.0,217.0
410572A,542.0,15210625.0,
410572A,542.0,15210625.0,270.0
410572A,543.0,15244375.0,
410572A,544.0,15278125.0,
410572A,545.0,15311875.0,
410572A,546.0,15345625.0,
410572A,547.0,15379375.0,
