ID,Depth,Surface Area,Number of images
210097,240.0,8938437.5,
210097,241.0,9266875.0,
210097,242.0,9595312.5,
210097,243.0,9923750.0,
210097,244.0,10252187.5,
210097,245.0,10580625.0,
210097,246.0,10909062.5,
210097,247.0,11237500.0,35.0
210097,247.0,11237500.0,
210097,248.0,11565937.5,
210097,249.0,11894375.0,31.0
210097,250.0,12332812.5,
210097,251.0,12771250.0,27.0
210097,252.0,13427500.0,
210097,253.0,14083750.0,32.0
210097,254.0,14614062.5,
210097,255.0,15144375.0,13.0
210097,256.0,15522500.0,
210097,257.0,15900625.0,25.0
210097,258.0,16620937.5,
210097,259.0,17341250.0,113.0
210097,260.0,17839375.0,
210097,261.0,18337500.0,58.0
210097,262.0,18806250.0,
210097,263.0,19275000.0,97.0
210097,264.0,19853750.0,
210097,265.0,20432500.0,128.0
210097,266.0,20817500.0,
210097,267.0,21202500.0,54.0
210097,268.0,21756250.0,
210097,269.0,22310000.0,69.0
210097,270.0,22925625.0,
210097,271.0,23541250.0,227.0
210097,272.0,24033750.0,
210097,273.0,24526250.0,105.0
210097,274.0,25068437.5,
210097,275.0,25610625.0,200.0
210097,276.0,25891562.5,
210097,277.0,26172500.0,
210097,277.0,26172500.0,5.0
210097,278.0,26453437.5,
210097,279.0,26734375.0,
210097,280.0,27015312.5,
210097,281.0,27296250.0,
210097,282.0,27577187.5,
