ID,Depth,Surface Area,Number of images
222538,1116.0,42370625.0,
222538,1117.0,44469375.0,
222538,1118.0,46568125.0,
222538,1119.0,48666875.0,
222538,1120.0,50765625.0,12.0
222538,1120.0,50765625.0,
222538,1121.0,52864375.0,
222538,1122.0,54963125.0,25.0
222538,1123.0,56990937.5,
222538,1124.0,59018750.0,51.0
222538,1125.0,60607500.0,
222538,1126.0,62196250.0,71.0
222538,1127.0,64381250.0,
222538,1128.0,66566250.0,71.0
222538,1129.0,68454687.5,
222538,1130.0,70343125.0,78.0
222538,1131.0,71943437.5,
222538,1132.0,73543750.0,21.0
222538,1133.0,76035937.5,
222538,1134.0,78528125.0,41.0
222538,1135.0,80671875.0,
222538,1136.0,82815625.0,57.0
222538,1137.0,85175000.0,
222538,1138.0,87534375.0,93.0
222538,1139.0,89574375.0,
222538,1140.0,91614375.0,89.0
222538,1141.0,93424062.5,
222538,1142.0,95233750.0,173.0
222538,1143.0,97862812.5,
222538,1144.0,100491875.0,94.0
222538,1145.0,102414062.5,
222538,1146.0,104336250.0,146.0
222538,1147.0,106487500.0,
222538,1148.0,108638750.0,56.0
222538,1149.0,110405312.5,
222538,1150.0,112171875.0,33.0
222538,1151.0,115456562.5,
222538,1152.0,118741250.0,46.0
222538,1153.0,120187812.5,
222538,1154.0,121634375.0,31.0
222538,1154.0,121634375.0,
222538,1155.0,123080937.5,
222538,1156.0,124527500.0,
222538,1157.0,125974062.5,
222538,1158.0,127420625.0,
222538,1159.0,128867187.5,
