ID,Depth,Surface Area,Number of images
410748,643.0,2227500.0,
410748,644.0,2403750.0,
410748,645.0,2580000.0,
410748,646.0,2756250.0,24.0
410748,646.0,2756250.0,
410748,647.0,2932500.0,28.0
410748,648.0,3080625.0,40.0
410748,649.0,3186250.0,19.0
410748,650.0,3451250.0,29.0
410748,651.0,3602500.0,27.0
410748,652.0,3764375.0,35.0
410748,653.0,4017500.0,41.0
410748,654.0,4141250.0,11.0
410748,655.0,4336250.0,20.0
410748,656.0,4426875.0,17.0
410748,657.0,4535000.0,20.0
410748,658.0,4722500.0,25.0
410748,659.0,4921875.0,11.0
410748,660.0,4971875.0,6.0
410748,661.0,5303125.0,20.0
410748,662.0,5500625.0,121.0
410748,663.0,5511250.0,
410748,663.0,5511250.0,118.0
410748,664.0,5521875.0,
410748,665.0,5532500.0,
410748,666.0,5543125.0,
410748,667.0,5553750.0,
410748,668.0,5564375.0,
