ID,Depth,Surface Area,Number of images
M309,145.0,692500.0,
M309,146.0,725625.0,
M309,147.0,758750.0,
M309,148.0,791875.0,7.0
M309,148.0,791875.0,
M309,149.0,825000.0,7.0
M309,150.0,958125.0,20.0
M309,151.0,1014375.0,17.0
M309,152.0,1063750.0,21.0
M309,153.0,1162500.0,48.0
M309,154.0,1223750.0,68.0
M309,155.0,1280625.0,96.0
M309,156.0,1328125.0,
M309,156.0,1328125.0,325.0
M309,157.0,1375625.0,
M309,158.0,1423125.0,
M309,159.0,1470625.0,
