ID,Depth,Surface Area,Number of images
410543,1201.0,973125.0,
410543,1202.0,1333750.0,
410543,1203.0,1694375.0,
410543,1204.0,2055000.0,
410543,1205.0,2415625.0,63.0
410543,1205.0,2415625.0,
410543,1206.0,2776250.0,289.0
410543,1207.0,3156875.0,88.0
410543,1208.0,3715000.0,57.0
410543,1209.0,4017500.0,38.0
410543,1210.0,4585000.0,35.0
410543,1211.0,4909375.0,25.0
410543,1212.0,5332500.0,39.0
410543,1213.0,5886250.0,91.0
410543,1214.0,6351250.0,82.0
410543,1215.0,6734375.0,122.0
410543,1216.0,7166875.0,85.0
410543,1217.0,8005000.0,37.0
410543,1218.0,8778125.0,47.0
410543,1219.0,9557500.0,38.0
410543,1220.0,10155000.0,30.0
410543,1221.0,10813750.0,26.0
410543,1222.0,11526875.0,13.0
410543,1223.0,12441875.0,
410543,1224.0,13356875.0,
410543,1224.0,13356875.0,8.0
410543,1225.0,14271875.0,
410543,1226.0,15186875.0,
410543,1227.0,16101875.0,
410543,1228.0,17016875.0,
410543,1229.0,17931875.0,
